t1,t2,colony,num_cells1,num_cells2,method,tp,fp,tn,fn,acc,f1,timediff
88,92,6,91,112,gcn,89,2,10099,2,0.999607535321821,0.978021978021978,20
144,147,5,24,26,gcn,24,0,600,0,1.0,1.0,15
30,33,5,5,5,gcn,5,0,20,0,1.0,1.0,15
174,177,5,36,37,gcn,34,2,1294,2,0.996996996996997,0.9444444444444444,15
57,59,6,30,32,gcn,30,0,930,0,1.0,1.0,10
162,164,5,33,34,gcn,33,0,1089,0,1.0,1.0,10
52,53,6,26,26,gcn,26,0,650,0,1.0,1.0,5
68,69,5,9,9,gcn,9,0,72,0,1.0,1.0,5
134,136,5,23,23,gcn,23,0,506,0,1.0,1.0,10
28,29,5,4,4,gcn,4,0,12,0,1.0,1.0,5
164,167,5,34,35,gcn,34,0,1156,0,1.0,1.0,15
83,84,6,78,81,gcn,78,0,6240,0,1.0,1.0,5
32,36,5,5,6,gcn,5,0,25,0,1.0,1.0,20
73,74,6,52,54,gcn,52,0,2756,0,1.0,1.0,5
95,96,5,12,12,gcn,12,0,132,0,1.0,1.0,5
84,86,5,10,10,gcn,10,0,90,0,1.0,1.0,10
107,108,5,14,14,gcn,14,0,182,0,1.0,1.0,5
14,18,5,3,3,gcn,3,0,6,0,1.0,1.0,20
72,74,6,50,54,gcn,50,0,2650,0,1.0,1.0,10
15,17,5,3,3,gcn,3,0,6,0,1.0,1.0,10
163,165,5,33,34,gcn,33,0,1089,0,1.0,1.0,10
2,6,5,2,3,gcn,2,0,4,0,1.0,1.0,20
53,57,5,8,8,gcn,8,0,56,0,1.0,1.0,20
33,36,6,12,14,gcn,11,1,155,1,0.9880952380952381,0.9166666666666666,15
62,66,5,8,9,gcn,8,0,64,0,1.0,1.0,20
94,97,5,12,12,gcn,12,0,132,0,1.0,1.0,15
49,53,5,8,8,gcn,8,0,56,0,1.0,1.0,20
148,152,5,26,28,gcn,26,0,702,0,1.0,1.0,20
73,77,5,9,10,gcn,9,0,81,0,1.0,1.0,20
148,151,5,26,28,gcn,26,0,702,0,1.0,1.0,15
62,63,6,36,37,gcn,36,0,1296,0,1.0,1.0,5
13,15,5,3,3,gcn,3,0,6,0,1.0,1.0,10
177,180,5,37,38,gcn,37,0,1369,0,1.0,1.0,15
89,92,5,11,11,gcn,11,0,110,0,1.0,1.0,15
34,37,6,12,14,gcn,11,1,155,1,0.9880952380952381,0.9166666666666666,15
11,15,6,6,6,gcn,6,0,30,0,1.0,1.0,20
109,111,5,14,14,gcn,14,0,182,0,1.0,1.0,10
72,73,6,50,52,gcn,50,0,2550,0,1.0,1.0,5
4,7,6,3,4,gcn,3,0,9,0,1.0,1.0,15
15,19,6,6,7,gcn,6,0,36,0,1.0,1.0,20
132,134,5,23,23,gcn,23,0,506,0,1.0,1.0,10
123,127,5,21,22,gcn,21,0,441,0,1.0,1.0,20
61,63,5,8,9,gcn,8,0,64,0,1.0,1.0,10
41,43,5,7,7,gcn,7,0,42,0,1.0,1.0,10
129,130,5,23,23,gcn,23,0,506,0,1.0,1.0,5
69,71,5,9,9,gcn,9,0,72,0,1.0,1.0,10
100,103,5,13,14,gcn,13,0,169,0,1.0,1.0,15
56,57,5,8,8,gcn,8,0,56,0,1.0,1.0,5
20,22,5,3,3,gcn,3,0,6,0,1.0,1.0,10
50,53,6,23,26,gcn,22,1,574,1,0.9966555183946488,0.9565217391304348,15
60,64,6,33,41,gcn,33,0,1320,0,1.0,1.0,20
13,16,5,3,3,gcn,3,0,6,0,1.0,1.0,15
2,6,6,3,4,gcn,3,0,9,0,1.0,1.0,20
148,149,5,26,27,gcn,26,0,676,0,1.0,1.0,5
85,89,5,10,11,gcn,10,0,100,0,1.0,1.0,20
85,89,6,84,96,gcn,84,0,7980,0,1.0,1.0,20
116,119,5,17,18,gcn,17,0,289,0,1.0,1.0,15
129,132,5,23,23,gcn,23,0,506,0,1.0,1.0,15
48,49,5,8,8,gcn,8,0,56,0,1.0,1.0,5
37,40,6,14,16,gcn,14,0,210,0,1.0,1.0,15
128,130,5,23,23,gcn,23,0,506,0,1.0,1.0,10
158,160,5,30,31,gcn,30,0,900,0,1.0,1.0,10
93,97,6,116,131,gcn,109,7,15073,7,0.999078704922348,0.9396551724137931,20
84,85,5,10,10,gcn,10,0,90,0,1.0,1.0,5
80,81,6,70,72,gcn,70,0,4970,0,1.0,1.0,5
54,58,6,28,30,gcn,28,0,812,0,1.0,1.0,20
38,41,5,6,7,gcn,6,0,36,0,1.0,1.0,15
20,22,6,7,8,gcn,7,0,49,0,1.0,1.0,10
15,16,5,3,3,gcn,3,0,6,0,1.0,1.0,5
54,57,5,8,8,gcn,8,0,56,0,1.0,1.0,15
89,91,6,96,107,gcn,96,0,10176,0,1.0,1.0,10
41,44,6,17,17,gcn,17,0,272,0,1.0,1.0,15
78,80,6,67,70,gcn,67,0,4623,0,1.0,1.0,10
6,8,6,4,5,gcn,4,0,16,0,1.0,1.0,10
44,47,6,17,19,gcn,17,0,306,0,1.0,1.0,15
71,75,6,49,57,gcn,49,0,2744,0,1.0,1.0,20
176,179,5,37,38,gcn,37,0,1369,0,1.0,1.0,15
74,78,5,10,10,gcn,10,0,90,0,1.0,1.0,20
116,118,5,17,18,gcn,17,0,289,0,1.0,1.0,10
11,14,5,3,3,gcn,3,0,6,0,1.0,1.0,15
0,3,6,3,3,gcn,3,0,6,0,1.0,1.0,15
161,165,5,31,34,gcn,30,1,1022,1,0.9981024667931688,0.967741935483871,20
63,67,5,9,9,gcn,9,0,72,0,1.0,1.0,20
7,11,6,4,6,gcn,4,0,20,0,1.0,1.0,20
36,40,6,14,16,gcn,14,0,210,0,1.0,1.0,20
79,80,6,68,70,gcn,68,0,4692,0,1.0,1.0,5
97,100,5,12,13,gcn,12,0,144,0,1.0,1.0,15
158,161,5,30,31,gcn,30,0,900,0,1.0,1.0,15
10,11,5,3,3,gcn,3,0,6,0,1.0,1.0,5
80,82,6,70,74,gcn,70,0,5110,0,1.0,1.0,10
102,104,5,14,14,gcn,14,0,182,0,1.0,1.0,10
159,163,5,31,33,gcn,31,0,992,0,1.0,1.0,20
14,16,6,6,6,gcn,6,0,30,0,1.0,1.0,10
60,62,5,8,8,gcn,8,0,56,0,1.0,1.0,10
45,49,6,17,22,gcn,16,1,356,1,0.9946524064171123,0.9411764705882353,20
34,36,5,6,6,gcn,6,0,30,0,1.0,1.0,10
84,87,6,81,85,gcn,81,0,6804,0,1.0,1.0,15
79,83,6,68,78,gcn,65,3,5233,3,0.998868778280543,0.9558823529411765,20
31,33,5,5,5,gcn,5,0,20,0,1.0,1.0,10
74,75,6,54,57,gcn,54,0,3024,0,1.0,1.0,5
26,29,6,9,10,gcn,9,0,81,0,1.0,1.0,15
39,40,6,16,16,gcn,16,0,240,0,1.0,1.0,5
55,59,6,28,32,gcn,28,0,868,0,1.0,1.0,20
69,70,5,9,9,gcn,9,0,72,0,1.0,1.0,5
82,86,5,10,10,gcn,10,0,90,0,1.0,1.0,20
68,72,5,9,9,gcn,9,0,72,0,1.0,1.0,20
94,98,6,120,137,gcn,113,7,16313,7,0.9991484184914842,0.9416666666666667,20
91,94,5,11,12,gcn,11,0,121,0,1.0,1.0,15
157,161,5,29,31,gcn,28,1,869,1,0.9977753058954394,0.9655172413793104,20
153,156,5,28,29,gcn,28,0,784,0,1.0,1.0,15
32,35,6,11,13,gcn,11,0,132,0,1.0,1.0,15
73,77,6,52,64,gcn,52,0,3276,0,1.0,1.0,20
52,56,6,26,29,gcn,26,0,728,0,1.0,1.0,20
141,142,5,24,24,gcn,24,0,552,0,1.0,1.0,5
41,42,5,7,7,gcn,7,0,42,0,1.0,1.0,5
34,38,5,6,6,gcn,6,0,30,0,1.0,1.0,20
63,65,5,9,9,gcn,9,0,72,0,1.0,1.0,10
128,131,5,23,23,gcn,23,0,506,0,1.0,1.0,15
36,39,6,14,16,gcn,14,0,210,0,1.0,1.0,15
57,61,6,30,35,gcn,30,0,1020,0,1.0,1.0,20
24,27,5,4,4,gcn,4,0,12,0,1.0,1.0,15
0,1,5,2,2,gcn,2,0,2,0,1.0,1.0,5
14,18,6,6,7,gcn,6,0,36,0,1.0,1.0,20
78,81,5,10,10,gcn,10,0,90,0,1.0,1.0,15
67,70,5,9,9,gcn,9,0,72,0,1.0,1.0,15
94,96,5,12,12,gcn,12,0,132,0,1.0,1.0,10
132,136,5,23,23,gcn,23,0,506,0,1.0,1.0,20
139,140,5,24,24,gcn,24,0,552,0,1.0,1.0,5
95,98,6,123,137,gcn,122,1,16727,1,0.99988131268174,0.991869918699187,15
97,98,5,12,12,gcn,12,0,132,0,1.0,1.0,5
51,52,5,8,8,gcn,8,0,56,0,1.0,1.0,5
70,72,5,9,9,gcn,9,0,72,0,1.0,1.0,10
5,9,5,3,3,gcn,3,0,6,0,1.0,1.0,20
64,67,6,41,43,gcn,41,0,1722,0,1.0,1.0,15
83,84,5,10,10,gcn,10,0,90,0,1.0,1.0,5
0,3,5,2,3,gcn,2,0,4,0,1.0,1.0,15
49,51,6,22,25,gcn,21,1,527,1,0.9963636363636363,0.9545454545454546,10
167,171,5,35,36,gcn,35,0,1225,0,1.0,1.0,20
117,120,5,18,19,gcn,18,0,324,0,1.0,1.0,15
78,79,5,10,10,gcn,10,0,90,0,1.0,1.0,5
151,152,5,28,28,gcn,28,0,756,0,1.0,1.0,5
76,78,5,10,10,gcn,10,0,90,0,1.0,1.0,10
169,173,5,36,36,gcn,36,0,1260,0,1.0,1.0,20
63,66,6,37,43,gcn,37,0,1554,0,1.0,1.0,15
69,72,5,9,9,gcn,9,0,72,0,1.0,1.0,15
43,46,5,7,7,gcn,7,0,42,0,1.0,1.0,15
163,164,5,33,34,gcn,33,0,1089,0,1.0,1.0,5
112,115,5,15,15,gcn,15,0,210,0,1.0,1.0,15
99,100,5,12,13,gcn,12,0,144,0,1.0,1.0,5
159,161,5,31,31,gcn,31,0,930,0,1.0,1.0,10
126,130,5,21,23,gcn,21,0,462,0,1.0,1.0,20
22,24,6,8,9,gcn,8,0,64,0,1.0,1.0,10
106,110,5,14,14,gcn,14,0,182,0,1.0,1.0,20
77,80,5,10,10,gcn,10,0,90,0,1.0,1.0,15
4,5,6,3,3,gcn,3,0,6,0,1.0,1.0,5
104,107,5,14,14,gcn,14,0,182,0,1.0,1.0,15
57,59,5,8,8,gcn,8,0,56,0,1.0,1.0,10
47,49,5,7,8,gcn,7,0,49,0,1.0,1.0,10
118,121,5,18,21,gcn,17,1,359,1,0.9947089947089947,0.9444444444444444,15
6,9,6,4,6,gcn,4,0,20,0,1.0,1.0,15
23,26,6,9,9,gcn,9,0,72,0,1.0,1.0,15
103,106,5,14,14,gcn,14,0,182,0,1.0,1.0,15
170,171,5,36,36,gcn,36,0,1260,0,1.0,1.0,5
119,120,5,18,19,gcn,18,0,324,0,1.0,1.0,5
95,97,6,123,131,gcn,123,0,15990,0,1.0,1.0,10
45,47,6,17,19,gcn,17,0,306,0,1.0,1.0,10
65,69,6,42,47,gcn,41,1,1931,1,0.9989868287740629,0.9761904761904762,20
106,107,5,14,14,gcn,14,0,182,0,1.0,1.0,5
168,171,5,35,36,gcn,35,0,1225,0,1.0,1.0,15
50,51,5,8,8,gcn,8,0,56,0,1.0,1.0,5
156,158,5,29,30,gcn,28,1,840,1,0.9977011494252873,0.9655172413793104,10
8,9,6,5,6,gcn,5,0,25,0,1.0,1.0,5
28,31,5,4,5,gcn,4,0,16,0,1.0,1.0,15
114,117,5,15,18,gcn,14,1,254,1,0.9925925925925926,0.9333333333333333,15
79,82,5,10,10,gcn,10,0,90,0,1.0,1.0,15
149,151,5,27,28,gcn,27,0,729,0,1.0,1.0,10
175,177,5,37,37,gcn,37,0,1332,0,1.0,1.0,10
24,26,6,9,9,gcn,9,0,72,0,1.0,1.0,10
166,170,5,35,36,gcn,35,0,1225,0,1.0,1.0,20
88,90,6,91,102,gcn,91,0,9191,0,1.0,1.0,10
87,90,6,85,102,gcn,85,0,8585,0,1.0,1.0,15
143,145,5,24,24,gcn,24,0,552,0,1.0,1.0,10
27,30,6,10,11,gcn,10,0,100,0,1.0,1.0,15
24,26,5,4,4,gcn,4,0,12,0,1.0,1.0,10
74,77,6,54,64,gcn,54,0,3402,0,1.0,1.0,15
174,175,5,36,37,gcn,36,0,1296,0,1.0,1.0,5
171,172,5,36,36,gcn,36,0,1260,0,1.0,1.0,5
175,179,5,37,38,gcn,37,0,1369,0,1.0,1.0,20
167,169,5,35,36,gcn,35,0,1225,0,1.0,1.0,10
89,91,5,11,11,gcn,11,0,110,0,1.0,1.0,10
131,134,5,23,23,gcn,23,0,506,0,1.0,1.0,15
36,37,6,14,14,gcn,14,0,182,0,1.0,1.0,5
167,170,5,35,36,gcn,35,0,1225,0,1.0,1.0,15
76,77,5,10,10,gcn,10,0,90,0,1.0,1.0,5
46,50,6,18,23,gcn,17,1,395,1,0.9951690821256038,0.9444444444444444,20
22,25,6,8,9,gcn,8,0,64,0,1.0,1.0,15
54,55,6,28,28,gcn,28,0,756,0,1.0,1.0,5
132,135,5,23,23,gcn,23,0,506,0,1.0,1.0,15
158,162,5,30,33,gcn,29,1,959,1,0.997979797979798,0.9666666666666667,20
133,134,5,23,23,gcn,23,0,506,0,1.0,1.0,5
85,87,5,10,10,gcn,10,0,90,0,1.0,1.0,10
32,36,6,11,14,gcn,10,1,142,1,0.987012987012987,0.9090909090909091,20
24,25,5,4,4,gcn,4,0,12,0,1.0,1.0,5
10,14,5,3,3,gcn,3,0,6,0,1.0,1.0,20
40,41,6,16,17,gcn,16,0,256,0,1.0,1.0,5
41,42,6,17,17,gcn,17,0,272,0,1.0,1.0,5
6,10,6,4,6,gcn,4,0,20,0,1.0,1.0,20
8,11,5,3,3,gcn,3,0,6,0,1.0,1.0,15
13,17,6,6,6,gcn,6,0,30,0,1.0,1.0,20
130,132,5,23,23,gcn,23,0,506,0,1.0,1.0,10
57,58,6,30,30,gcn,30,0,870,0,1.0,1.0,5
136,138,5,23,23,gcn,23,0,506,0,1.0,1.0,10
1,3,5,2,3,gcn,2,0,4,0,1.0,1.0,10
56,58,5,8,8,gcn,8,0,56,0,1.0,1.0,10
92,95,6,112,123,gcn,112,0,13664,0,1.0,1.0,15
1,4,6,3,3,gcn,3,0,6,0,1.0,1.0,15
153,155,5,28,29,gcn,28,0,784,0,1.0,1.0,10
56,57,6,29,30,gcn,29,0,841,0,1.0,1.0,5
19,23,6,7,9,gcn,7,0,56,0,1.0,1.0,20
122,125,5,21,21,gcn,21,0,420,0,1.0,1.0,15
30,34,5,5,6,gcn,5,0,25,0,1.0,1.0,20
4,6,5,3,3,gcn,3,0,6,0,1.0,1.0,10
46,49,6,18,22,gcn,17,1,377,1,0.9949494949494949,0.9444444444444444,15
38,40,5,6,7,gcn,6,0,36,0,1.0,1.0,10
49,52,6,22,26,gcn,21,1,549,1,0.9965034965034965,0.9545454545454546,15
13,14,6,6,6,gcn,6,0,30,0,1.0,1.0,5
42,45,6,17,17,gcn,17,0,272,0,1.0,1.0,15
92,94,6,112,120,gcn,112,0,13328,0,1.0,1.0,10
35,36,5,6,6,gcn,6,0,30,0,1.0,1.0,5
8,10,6,5,6,gcn,5,0,25,0,1.0,1.0,10
66,70,5,9,9,gcn,9,0,72,0,1.0,1.0,20
149,150,5,27,27,gcn,27,0,702,0,1.0,1.0,5
17,19,6,6,7,gcn,6,0,36,0,1.0,1.0,10
59,62,6,32,36,gcn,32,0,1120,0,1.0,1.0,15
66,67,5,9,9,gcn,9,0,72,0,1.0,1.0,5
84,85,6,81,84,gcn,81,0,6723,0,1.0,1.0,5
7,9,6,4,6,gcn,4,0,20,0,1.0,1.0,10
39,40,5,7,7,gcn,7,0,42,0,1.0,1.0,5
65,68,5,9,9,gcn,9,0,72,0,1.0,1.0,15
86,88,6,85,91,gcn,85,0,7650,0,1.0,1.0,10
139,142,5,24,24,gcn,24,0,552,0,1.0,1.0,15
123,124,5,21,21,gcn,21,0,420,0,1.0,1.0,5
67,68,5,9,9,gcn,9,0,72,0,1.0,1.0,5
82,85,6,74,84,gcn,74,0,6142,0,1.0,1.0,15
54,56,6,28,29,gcn,28,0,784,0,1.0,1.0,10
15,17,6,6,6,gcn,6,0,30,0,1.0,1.0,10
42,43,6,17,17,gcn,17,0,272,0,1.0,1.0,5
175,176,5,37,37,gcn,37,0,1332,0,1.0,1.0,5
103,107,5,14,14,gcn,14,0,182,0,1.0,1.0,20
4,7,5,3,3,gcn,3,0,6,0,1.0,1.0,15
25,27,5,4,4,gcn,4,0,12,0,1.0,1.0,10
76,77,6,60,64,gcn,60,0,3780,0,1.0,1.0,5
25,29,5,4,4,gcn,4,0,12,0,1.0,1.0,20
11,13,6,6,6,gcn,6,0,30,0,1.0,1.0,10
21,22,6,8,8,gcn,8,0,56,0,1.0,1.0,5
59,63,5,8,9,gcn,8,0,64,0,1.0,1.0,20
163,167,5,33,35,gcn,32,1,1121,1,0.9982683982683983,0.9696969696969697,20
5,9,6,3,6,gcn,3,0,15,0,1.0,1.0,20
141,143,5,24,24,gcn,24,0,552,0,1.0,1.0,10
147,149,5,26,27,gcn,26,0,676,0,1.0,1.0,10
69,71,6,47,49,gcn,47,0,2256,0,1.0,1.0,10
90,91,6,102,107,gcn,102,0,10812,0,1.0,1.0,5
147,151,5,26,28,gcn,26,0,702,0,1.0,1.0,20
81,84,5,10,10,gcn,10,0,90,0,1.0,1.0,15
39,43,6,16,17,gcn,16,0,256,0,1.0,1.0,20
7,8,6,4,5,gcn,4,0,16,0,1.0,1.0,5
55,59,5,8,8,gcn,8,0,56,0,1.0,1.0,20
65,67,6,42,43,gcn,42,0,1764,0,1.0,1.0,10
102,106,5,14,14,gcn,14,0,182,0,1.0,1.0,20
156,159,5,29,31,gcn,28,1,869,1,0.9977753058954394,0.9655172413793104,15
111,113,5,14,15,gcn,14,0,196,0,1.0,1.0,10
138,139,5,23,24,gcn,23,0,529,0,1.0,1.0,5
139,141,5,24,24,gcn,24,0,552,0,1.0,1.0,10
29,33,5,4,5,gcn,4,0,16,0,1.0,1.0,20
26,27,5,4,4,gcn,4,0,12,0,1.0,1.0,5
96,97,5,12,12,gcn,12,0,132,0,1.0,1.0,5
135,139,5,23,24,gcn,23,0,529,0,1.0,1.0,20
26,27,6,9,10,gcn,9,0,81,0,1.0,1.0,5
45,49,5,7,8,gcn,7,0,49,0,1.0,1.0,20
79,81,6,68,72,gcn,68,0,4828,0,1.0,1.0,10
42,46,5,7,7,gcn,7,0,42,0,1.0,1.0,20
118,119,5,18,18,gcn,18,0,306,0,1.0,1.0,5
154,155,5,28,29,gcn,28,0,784,0,1.0,1.0,5
29,33,6,10,12,gcn,10,0,110,0,1.0,1.0,20
75,78,5,10,10,gcn,10,0,90,0,1.0,1.0,15
27,29,5,4,4,gcn,4,0,12,0,1.0,1.0,10
146,147,5,24,26,gcn,24,0,600,0,1.0,1.0,5
71,74,6,49,54,gcn,49,0,2597,0,1.0,1.0,15
177,179,5,37,38,gcn,37,0,1369,0,1.0,1.0,10
21,23,6,8,9,gcn,8,0,64,0,1.0,1.0,10
9,11,5,3,3,gcn,3,0,6,0,1.0,1.0,10
59,62,5,8,8,gcn,8,0,56,0,1.0,1.0,15
87,88,5,10,11,gcn,10,0,100,0,1.0,1.0,5
107,111,5,14,14,gcn,14,0,182,0,1.0,1.0,20
120,124,5,19,21,gcn,19,0,380,0,1.0,1.0,20
61,63,6,35,37,gcn,35,0,1260,0,1.0,1.0,10
34,35,6,12,13,gcn,12,0,144,0,1.0,1.0,5
36,39,5,6,7,gcn,6,0,36,0,1.0,1.0,15
72,76,5,9,10,gcn,9,0,81,0,1.0,1.0,20
93,96,5,11,12,gcn,11,0,121,0,1.0,1.0,15
84,86,6,81,85,gcn,81,0,6804,0,1.0,1.0,10
12,13,5,3,3,gcn,3,0,6,0,1.0,1.0,5
22,26,5,3,4,gcn,3,0,9,0,1.0,1.0,20
145,147,5,24,26,gcn,24,0,600,0,1.0,1.0,10
88,91,5,11,11,gcn,11,0,110,0,1.0,1.0,15
113,114,5,15,15,gcn,15,0,210,0,1.0,1.0,5
78,80,5,10,10,gcn,10,0,90,0,1.0,1.0,10
89,90,5,11,11,gcn,11,0,110,0,1.0,1.0,5
93,94,6,116,120,gcn,116,0,13804,0,1.0,1.0,5
126,128,5,21,23,gcn,21,0,462,0,1.0,1.0,10
105,107,5,14,14,gcn,14,0,182,0,1.0,1.0,10
47,48,5,7,8,gcn,7,0,49,0,1.0,1.0,5
20,24,5,3,4,gcn,2,1,8,1,0.8333333333333334,0.6666666666666666,20
68,71,6,47,49,gcn,47,0,2256,0,1.0,1.0,15
64,66,6,41,43,gcn,41,0,1722,0,1.0,1.0,10
23,24,5,4,4,gcn,4,0,12,0,1.0,1.0,5
86,90,5,10,11,gcn,10,0,100,0,1.0,1.0,20
53,56,5,8,8,gcn,8,0,56,0,1.0,1.0,15
0,1,6,3,3,gcn,3,0,6,0,1.0,1.0,5
81,83,6,72,78,gcn,72,0,5544,0,1.0,1.0,10
9,13,5,3,3,gcn,3,0,6,0,1.0,1.0,20
39,41,6,16,17,gcn,16,0,256,0,1.0,1.0,10
137,140,5,23,24,gcn,23,0,529,0,1.0,1.0,15
123,125,5,21,21,gcn,21,0,420,0,1.0,1.0,10
80,82,5,10,10,gcn,10,0,90,0,1.0,1.0,10
3,7,5,3,3,gcn,3,0,6,0,1.0,1.0,20
38,40,6,14,16,gcn,14,0,210,0,1.0,1.0,10
133,135,5,23,23,gcn,23,0,506,0,1.0,1.0,10
86,90,6,85,102,gcn,85,0,8585,0,1.0,1.0,20
75,79,6,57,68,gcn,57,0,3819,0,1.0,1.0,20
112,114,5,15,15,gcn,15,0,210,0,1.0,1.0,10
35,39,6,13,16,gcn,13,0,195,0,1.0,1.0,20
30,32,5,5,5,gcn,5,0,20,0,1.0,1.0,10
140,142,5,24,24,gcn,24,0,552,0,1.0,1.0,10
71,72,6,49,50,gcn,49,0,2401,0,1.0,1.0,5
4,8,6,3,5,gcn,3,0,12,0,1.0,1.0,20
20,24,6,7,9,gcn,7,0,56,0,1.0,1.0,20
94,95,5,12,12,gcn,12,0,132,0,1.0,1.0,5
29,32,6,10,11,gcn,10,0,100,0,1.0,1.0,15
69,70,6,47,47,gcn,47,0,2162,0,1.0,1.0,5
110,112,5,14,15,gcn,14,0,196,0,1.0,1.0,10
11,15,5,3,3,gcn,3,0,6,0,1.0,1.0,20
16,17,5,3,3,gcn,3,0,6,0,1.0,1.0,5
88,92,5,11,11,gcn,11,0,110,0,1.0,1.0,20
45,47,5,7,7,gcn,7,0,42,0,1.0,1.0,10
94,96,6,120,127,gcn,117,3,15117,3,0.9996062992125985,0.975,10
32,33,5,5,5,gcn,5,0,20,0,1.0,1.0,5
125,128,5,21,23,gcn,21,0,462,0,1.0,1.0,15
50,54,6,23,28,gcn,21,2,619,2,0.9937888198757764,0.9130434782608695,20
7,9,5,3,3,gcn,3,0,6,0,1.0,1.0,10
28,31,6,10,11,gcn,10,0,100,0,1.0,1.0,15
58,62,5,8,8,gcn,8,0,56,0,1.0,1.0,20
97,99,5,12,12,gcn,12,0,132,0,1.0,1.0,10
136,139,5,23,24,gcn,23,0,529,0,1.0,1.0,15
91,94,6,107,120,gcn,107,0,12733,0,1.0,1.0,15
73,75,5,9,10,gcn,9,0,81,0,1.0,1.0,10
37,38,5,6,6,gcn,6,0,30,0,1.0,1.0,5
96,100,5,12,13,gcn,12,0,144,0,1.0,1.0,20
158,159,5,30,31,gcn,30,0,900,0,1.0,1.0,5
22,24,5,3,4,gcn,3,0,9,0,1.0,1.0,10
2,3,6,3,3,gcn,3,0,6,0,1.0,1.0,5
17,21,6,6,8,gcn,6,0,42,0,1.0,1.0,20
131,133,5,23,23,gcn,23,0,506,0,1.0,1.0,10
156,160,5,29,31,gcn,27,2,868,2,0.9955506117908788,0.9310344827586207,20
126,129,5,21,23,gcn,21,0,462,0,1.0,1.0,15
