t1,t2,colony,num_cells1,num_cells2,method,tp,fp,tn,fn,acc,f1,timediff
74,78,6,54,67,gcn,54,0,3564,0,1.0,1.0,20
44,47,5,7,7,gcn,7,0,42,0,1.0,1.0,15
91,95,5,11,12,gcn,11,0,121,0,1.0,1.0,20
140,143,5,24,24,gcn,24,0,552,0,1.0,1.0,15
88,89,6,91,96,gcn,91,0,8645,0,1.0,1.0,5
161,163,5,31,33,gcn,31,0,992,0,1.0,1.0,10
101,102,5,14,14,gcn,14,0,182,0,1.0,1.0,5
20,21,6,7,8,gcn,7,0,49,0,1.0,1.0,5
88,90,5,11,11,gcn,11,0,110,0,1.0,1.0,10
53,56,6,26,29,gcn,26,0,728,0,1.0,1.0,15
81,83,5,10,10,gcn,10,0,90,0,1.0,1.0,10
46,50,5,7,8,gcn,7,0,49,0,1.0,1.0,20
71,74,5,9,10,gcn,9,0,81,0,1.0,1.0,15
86,87,5,10,10,gcn,10,0,90,0,1.0,1.0,5
72,73,5,9,9,gcn,9,0,72,0,1.0,1.0,5
55,56,6,28,29,gcn,28,0,784,0,1.0,1.0,5
59,60,6,32,33,gcn,32,0,1024,0,1.0,1.0,5
172,176,5,36,37,gcn,36,0,1296,0,1.0,1.0,20
90,93,6,102,116,gcn,101,1,11729,1,0.9998309668695065,0.9901960784313726,15
60,64,5,8,9,gcn,8,0,64,0,1.0,1.0,20
68,70,5,9,9,gcn,9,0,72,0,1.0,1.0,10
42,45,5,7,7,gcn,7,0,42,0,1.0,1.0,15
121,123,5,21,21,gcn,21,0,420,0,1.0,1.0,10
155,159,5,29,31,gcn,28,1,869,1,0.9977753058954394,0.9655172413793104,20
78,82,6,67,74,gcn,65,2,4889,2,0.9991932230738201,0.9701492537313433,20
14,17,6,6,6,gcn,6,0,30,0,1.0,1.0,15
176,180,5,37,38,gcn,37,0,1369,0,1.0,1.0,20
112,113,5,15,15,gcn,15,0,210,0,1.0,1.0,5
65,66,5,9,9,gcn,9,0,72,0,1.0,1.0,5
6,8,5,3,3,gcn,3,0,6,0,1.0,1.0,10
96,99,5,12,12,gcn,12,0,132,0,1.0,1.0,15
131,132,5,23,23,gcn,23,0,506,0,1.0,1.0,5
18,20,6,7,7,gcn,7,0,42,0,1.0,1.0,10
9,12,5,3,3,gcn,3,0,6,0,1.0,1.0,15
150,152,5,27,28,gcn,27,0,729,0,1.0,1.0,10
25,26,5,4,4,gcn,4,0,12,0,1.0,1.0,5
21,24,6,8,9,gcn,8,0,64,0,1.0,1.0,15
134,135,5,23,23,gcn,23,0,506,0,1.0,1.0,5
170,173,5,36,36,gcn,36,0,1260,0,1.0,1.0,15
144,146,5,24,24,gcn,24,0,552,0,1.0,1.0,10
92,93,5,11,11,gcn,11,0,110,0,1.0,1.0,5
66,69,5,9,9,gcn,9,0,72,0,1.0,1.0,15
162,163,5,33,33,gcn,33,0,1056,0,1.0,1.0,5
138,140,5,23,24,gcn,23,0,529,0,1.0,1.0,10
108,110,5,14,14,gcn,14,0,182,0,1.0,1.0,10
3,6,5,3,3,gcn,3,0,6,0,1.0,1.0,15
134,138,5,23,23,gcn,23,0,506,0,1.0,1.0,20
154,158,5,28,30,gcn,27,1,811,1,0.9976190476190476,0.9642857142857143,20
53,55,5,8,8,gcn,8,0,56,0,1.0,1.0,10
102,105,5,14,14,gcn,14,0,182,0,1.0,1.0,15
160,163,5,31,33,gcn,31,0,992,0,1.0,1.0,15
111,115,5,14,15,gcn,14,0,196,0,1.0,1.0,20
23,27,5,4,4,gcn,4,0,12,0,1.0,1.0,20
54,57,6,28,30,gcn,28,0,812,0,1.0,1.0,15
38,39,5,6,7,gcn,6,0,36,0,1.0,1.0,5
176,177,5,37,37,gcn,37,0,1332,0,1.0,1.0,5
105,108,5,14,14,gcn,14,0,182,0,1.0,1.0,15
82,85,5,10,10,gcn,10,0,90,0,1.0,1.0,15
58,61,5,8,8,gcn,8,0,56,0,1.0,1.0,15
14,17,5,3,3,gcn,3,0,6,0,1.0,1.0,15
165,166,5,34,35,gcn,34,0,1156,0,1.0,1.0,5
50,52,5,8,8,gcn,8,0,56,0,1.0,1.0,10
174,176,5,36,37,gcn,36,0,1296,0,1.0,1.0,10
152,154,5,28,28,gcn,28,0,756,0,1.0,1.0,10
134,137,5,23,23,gcn,23,0,506,0,1.0,1.0,15
67,68,6,43,47,gcn,43,0,1978,0,1.0,1.0,5
36,38,6,14,14,gcn,14,0,182,0,1.0,1.0,10
119,123,5,18,21,gcn,17,1,359,1,0.9947089947089947,0.9444444444444444,20
65,67,5,9,9,gcn,9,0,72,0,1.0,1.0,10
87,89,6,85,96,gcn,85,0,8075,0,1.0,1.0,10
64,65,6,41,42,gcn,41,0,1681,0,1.0,1.0,5
70,73,5,9,9,gcn,9,0,72,0,1.0,1.0,15
49,53,6,22,26,gcn,20,2,548,2,0.993006993006993,0.9090909090909091,20
164,165,5,34,34,gcn,34,0,1122,0,1.0,1.0,5
3,4,6,3,3,gcn,3,0,6,0,1.0,1.0,5
30,31,6,11,11,gcn,11,0,110,0,1.0,1.0,5
82,83,6,74,78,gcn,74,0,5698,0,1.0,1.0,5
164,168,5,34,35,gcn,34,0,1156,0,1.0,1.0,20
60,61,6,33,35,gcn,33,0,1122,0,1.0,1.0,5
88,89,5,11,11,gcn,11,0,110,0,1.0,1.0,5
76,78,6,60,67,gcn,60,0,3960,0,1.0,1.0,10
39,43,5,7,7,gcn,7,0,42,0,1.0,1.0,20
80,84,6,70,81,gcn,70,0,5600,0,1.0,1.0,20
109,110,5,14,14,gcn,14,0,182,0,1.0,1.0,5
31,33,6,11,12,gcn,11,0,121,0,1.0,1.0,10
110,113,5,14,15,gcn,14,0,196,0,1.0,1.0,15
150,151,5,27,28,gcn,27,0,729,0,1.0,1.0,5
145,146,5,24,24,gcn,24,0,552,0,1.0,1.0,5
47,51,6,19,25,gcn,18,1,455,1,0.9957894736842106,0.9473684210526315,20
133,136,5,23,23,gcn,23,0,506,0,1.0,1.0,15
130,131,5,23,23,gcn,23,0,506,0,1.0,1.0,5
37,41,5,6,7,gcn,6,0,36,0,1.0,1.0,20
145,148,5,24,26,gcn,24,0,600,0,1.0,1.0,15
17,18,6,6,7,gcn,6,0,36,0,1.0,1.0,5
150,153,5,27,28,gcn,27,0,729,0,1.0,1.0,15
162,165,5,33,34,gcn,33,0,1089,0,1.0,1.0,15
62,64,5,8,9,gcn,8,0,64,0,1.0,1.0,10
92,93,6,112,116,gcn,112,0,12880,0,1.0,1.0,5
35,37,6,13,14,gcn,13,0,169,0,1.0,1.0,10
73,76,5,9,10,gcn,9,0,81,0,1.0,1.0,15
14,15,5,3,3,gcn,3,0,6,0,1.0,1.0,5
111,112,5,14,15,gcn,14,0,196,0,1.0,1.0,5
30,32,6,11,11,gcn,11,0,110,0,1.0,1.0,10
76,79,6,60,68,gcn,60,0,4020,0,1.0,1.0,15
48,49,6,20,22,gcn,20,0,420,0,1.0,1.0,5
125,126,5,21,21,gcn,21,0,420,0,1.0,1.0,5
13,16,6,6,6,gcn,6,0,30,0,1.0,1.0,15
29,31,5,4,5,gcn,4,0,16,0,1.0,1.0,10
22,23,5,3,4,gcn,3,0,9,0,1.0,1.0,5
5,7,5,3,3,gcn,3,0,6,0,1.0,1.0,10
68,72,6,47,50,gcn,47,0,2303,0,1.0,1.0,20
44,45,5,7,7,gcn,7,0,42,0,1.0,1.0,5
91,93,5,11,11,gcn,11,0,110,0,1.0,1.0,10
79,83,5,10,10,gcn,10,0,90,0,1.0,1.0,20
47,51,5,7,8,gcn,7,0,49,0,1.0,1.0,20
27,29,6,10,10,gcn,10,0,90,0,1.0,1.0,10
46,47,6,18,19,gcn,18,0,324,0,1.0,1.0,5
2,5,5,2,3,gcn,2,0,4,0,1.0,1.0,15
131,135,5,23,23,gcn,23,0,506,0,1.0,1.0,20
173,174,5,36,36,gcn,36,0,1260,0,1.0,1.0,5
166,168,5,35,35,gcn,35,0,1190,0,1.0,1.0,10
58,62,6,30,36,gcn,30,0,1050,0,1.0,1.0,20
46,48,5,7,8,gcn,7,0,49,0,1.0,1.0,10
68,69,6,47,47,gcn,47,0,2162,0,1.0,1.0,5
61,62,6,35,36,gcn,35,0,1225,0,1.0,1.0,5
15,18,6,6,7,gcn,6,0,36,0,1.0,1.0,15
4,6,6,3,4,gcn,3,0,9,0,1.0,1.0,10
96,97,6,127,131,gcn,127,0,16510,0,1.0,1.0,5
6,7,5,3,3,gcn,3,0,6,0,1.0,1.0,5
2,4,5,2,3,gcn,2,0,4,0,1.0,1.0,10
18,22,5,3,3,gcn,3,0,6,0,1.0,1.0,20
62,66,6,36,43,gcn,36,0,1512,0,1.0,1.0,20
13,17,5,3,3,gcn,3,0,6,0,1.0,1.0,20
60,63,6,33,37,gcn,33,0,1188,0,1.0,1.0,15
151,155,5,28,29,gcn,28,0,784,0,1.0,1.0,20
93,94,5,11,12,gcn,11,0,121,0,1.0,1.0,5
74,77,5,10,10,gcn,10,0,90,0,1.0,1.0,15
0,4,5,2,3,gcn,2,0,4,0,1.0,1.0,20
115,116,5,15,17,gcn,15,0,240,0,1.0,1.0,5
55,57,5,8,8,gcn,8,0,56,0,1.0,1.0,10
75,78,6,57,67,gcn,57,0,3762,0,1.0,1.0,15
115,119,5,15,18,gcn,13,2,253,2,0.9851851851851852,0.8666666666666667,20
50,51,6,23,25,gcn,22,1,551,1,0.9965217391304347,0.9565217391304348,5
159,160,5,31,31,gcn,31,0,930,0,1.0,1.0,5
136,140,5,23,24,gcn,23,0,529,0,1.0,1.0,20
117,118,5,18,18,gcn,18,0,306,0,1.0,1.0,5
89,93,6,96,116,gcn,95,1,11039,1,0.9998204022988506,0.9895833333333334,20
60,61,5,8,8,gcn,8,0,56,0,1.0,1.0,5
149,152,5,27,28,gcn,27,0,729,0,1.0,1.0,15
12,15,5,3,3,gcn,3,0,6,0,1.0,1.0,15
172,174,5,36,36,gcn,36,0,1260,0,1.0,1.0,10
83,86,6,78,85,gcn,78,0,6552,0,1.0,1.0,15
91,93,6,107,116,gcn,107,0,12305,0,1.0,1.0,10
107,110,5,14,14,gcn,14,0,182,0,1.0,1.0,15
82,86,6,74,85,gcn,72,2,6214,2,0.9993640699523052,0.972972972972973,20
141,145,5,24,24,gcn,24,0,552,0,1.0,1.0,20
9,11,6,6,6,gcn,6,0,30,0,1.0,1.0,10
27,28,6,10,10,gcn,10,0,90,0,1.0,1.0,5
47,50,6,19,23,gcn,19,0,418,0,1.0,1.0,15
77,80,6,64,70,gcn,64,0,4416,0,1.0,1.0,15
140,141,5,24,24,gcn,24,0,552,0,1.0,1.0,5
5,8,5,3,3,gcn,3,0,6,0,1.0,1.0,15
143,144,5,24,24,gcn,24,0,552,0,1.0,1.0,5
153,154,5,28,28,gcn,28,0,756,0,1.0,1.0,5
21,23,5,3,4,gcn,3,0,9,0,1.0,1.0,10
69,73,6,47,52,gcn,47,0,2397,0,1.0,1.0,20
109,113,5,14,15,gcn,14,0,196,0,1.0,1.0,20
47,49,6,19,22,gcn,19,0,399,0,1.0,1.0,10
7,10,5,3,3,gcn,3,0,6,0,1.0,1.0,15
114,116,5,15,17,gcn,14,1,239,1,0.9921568627450981,0.9333333333333333,10
19,21,6,7,8,gcn,7,0,49,0,1.0,1.0,10
18,21,5,3,3,gcn,3,0,6,0,1.0,1.0,15
175,178,5,37,38,gcn,37,0,1369,0,1.0,1.0,15
12,14,6,6,6,gcn,6,0,30,0,1.0,1.0,10
33,37,6,12,14,gcn,11,1,155,1,0.9880952380952381,0.9166666666666666,20
17,20,5,3,3,gcn,3,0,6,0,1.0,1.0,15
9,10,6,6,6,gcn,6,0,30,0,1.0,1.0,5
151,153,5,28,28,gcn,28,0,756,0,1.0,1.0,10
126,127,5,21,22,gcn,21,0,441,0,1.0,1.0,5
98,100,5,12,13,gcn,12,0,144,0,1.0,1.0,10
64,66,5,9,9,gcn,9,0,72,0,1.0,1.0,10
14,15,6,6,6,gcn,6,0,30,0,1.0,1.0,5
135,137,5,23,23,gcn,23,0,506,0,1.0,1.0,10
85,88,5,10,11,gcn,10,0,100,0,1.0,1.0,15
40,44,5,7,7,gcn,7,0,42,0,1.0,1.0,20
169,171,5,36,36,gcn,36,0,1260,0,1.0,1.0,10
48,52,6,20,26,gcn,19,1,499,1,0.9961538461538462,0.95,20
142,146,5,24,24,gcn,24,0,552,0,1.0,1.0,20
99,101,5,12,14,gcn,12,0,156,0,1.0,1.0,10
2,4,6,3,3,gcn,3,0,6,0,1.0,1.0,10
10,13,6,6,6,gcn,6,0,30,0,1.0,1.0,15
21,25,6,8,9,gcn,8,0,64,0,1.0,1.0,20
127,128,5,22,23,gcn,22,0,484,0,1.0,1.0,5
23,25,5,4,4,gcn,4,0,12,0,1.0,1.0,10
179,180,5,38,38,gcn,38,0,1406,0,1.0,1.0,5
16,18,6,6,7,gcn,6,0,36,0,1.0,1.0,10
46,49,5,7,8,gcn,7,0,49,0,1.0,1.0,15
91,95,6,107,123,gcn,107,0,13054,0,1.0,1.0,20
97,101,5,12,14,gcn,12,0,156,0,1.0,1.0,20
93,96,6,116,127,gcn,113,3,14613,3,0.9995927233233777,0.9741379310344828,15
78,82,5,10,10,gcn,10,0,90,0,1.0,1.0,20
62,64,6,36,41,gcn,36,0,1440,0,1.0,1.0,10
93,95,5,11,12,gcn,11,0,121,0,1.0,1.0,10
66,67,6,43,43,gcn,43,0,1806,0,1.0,1.0,5
12,16,5,3,3,gcn,3,0,6,0,1.0,1.0,20
21,25,5,3,4,gcn,3,0,9,0,1.0,1.0,20
133,137,5,23,23,gcn,23,0,506,0,1.0,1.0,20
44,48,6,17,20,gcn,16,1,322,1,0.9941176470588236,0.9411764705882353,20
161,162,5,31,33,gcn,31,0,992,0,1.0,1.0,5
68,71,5,9,9,gcn,9,0,72,0,1.0,1.0,15
144,145,5,24,24,gcn,24,0,552,0,1.0,1.0,5
35,37,5,6,6,gcn,6,0,30,0,1.0,1.0,10
22,23,6,8,9,gcn,8,0,64,0,1.0,1.0,5
70,74,6,47,54,gcn,47,0,2491,0,1.0,1.0,20
73,76,6,52,60,gcn,52,0,3068,0,1.0,1.0,15
143,146,5,24,24,gcn,24,0,552,0,1.0,1.0,15
124,128,5,21,23,gcn,21,0,462,0,1.0,1.0,20
98,102,5,12,14,gcn,12,0,156,0,1.0,1.0,20
32,35,5,5,6,gcn,5,0,25,0,1.0,1.0,15
71,73,5,9,9,gcn,9,0,72,0,1.0,1.0,10
72,74,5,9,10,gcn,9,0,81,0,1.0,1.0,10
99,102,5,12,14,gcn,12,0,156,0,1.0,1.0,15
56,59,5,8,8,gcn,8,0,56,0,1.0,1.0,15
37,39,6,14,16,gcn,14,0,210,0,1.0,1.0,10
92,96,6,112,127,gcn,112,0,14112,0,1.0,1.0,20
47,48,6,19,20,gcn,19,0,361,0,1.0,1.0,5
173,175,5,36,37,gcn,36,0,1296,0,1.0,1.0,10
8,12,6,5,6,gcn,5,0,25,0,1.0,1.0,20
119,122,5,18,21,gcn,18,0,360,0,1.0,1.0,15
17,19,5,3,3,gcn,3,0,6,0,1.0,1.0,10
151,154,5,28,28,gcn,28,0,756,0,1.0,1.0,15
98,99,5,12,12,gcn,12,0,132,0,1.0,1.0,5
127,131,5,22,23,gcn,22,0,484,0,1.0,1.0,20
44,48,5,7,8,gcn,7,0,49,0,1.0,1.0,20
121,124,5,21,21,gcn,21,0,420,0,1.0,1.0,15
13,15,6,6,6,gcn,6,0,30,0,1.0,1.0,10
108,112,5,14,15,gcn,14,0,196,0,1.0,1.0,20
59,61,5,8,8,gcn,8,0,56,0,1.0,1.0,10
58,60,6,30,33,gcn,30,0,960,0,1.0,1.0,10
122,124,5,21,21,gcn,21,0,420,0,1.0,1.0,10
77,79,6,64,68,gcn,64,0,4288,0,1.0,1.0,10
43,45,6,17,17,gcn,17,0,272,0,1.0,1.0,10
24,25,6,9,9,gcn,9,0,72,0,1.0,1.0,5
162,166,5,33,35,gcn,32,1,1121,1,0.9982683982683983,0.9696969696969697,20
29,30,5,4,5,gcn,4,0,16,0,1.0,1.0,5
116,120,5,17,19,gcn,17,0,306,0,1.0,1.0,20
45,46,6,17,18,gcn,17,0,289,0,1.0,1.0,5
1,5,5,2,3,gcn,2,0,4,0,1.0,1.0,20
25,27,6,9,10,gcn,9,0,81,0,1.0,1.0,10
74,75,5,10,10,gcn,10,0,90,0,1.0,1.0,5
39,42,6,16,17,gcn,16,0,256,0,1.0,1.0,15
152,153,5,28,28,gcn,28,0,756,0,1.0,1.0,5
165,168,5,34,35,gcn,34,0,1156,0,1.0,1.0,15
56,59,6,29,32,gcn,29,0,899,0,1.0,1.0,15
24,28,5,4,4,gcn,4,0,12,0,1.0,1.0,20
45,46,5,7,7,gcn,7,0,42,0,1.0,1.0,5
39,42,5,7,7,gcn,7,0,42,0,1.0,1.0,15
0,4,6,3,3,gcn,3,0,6,0,1.0,1.0,20
7,10,6,4,6,gcn,4,0,20,0,1.0,1.0,15
77,81,5,10,10,gcn,10,0,90,0,1.0,1.0,20
37,38,6,14,14,gcn,14,0,182,0,1.0,1.0,5
54,58,5,8,8,gcn,8,0,56,0,1.0,1.0,20
122,123,5,21,21,gcn,21,0,420,0,1.0,1.0,5
51,55,6,25,28,gcn,25,0,675,0,1.0,1.0,20
19,22,5,3,3,gcn,3,0,6,0,1.0,1.0,15
79,82,6,68,74,gcn,68,0,4964,0,1.0,1.0,15
90,94,5,11,12,gcn,11,0,121,0,1.0,1.0,20
117,119,5,18,18,gcn,18,0,306,0,1.0,1.0,10
129,131,5,23,23,gcn,23,0,506,0,1.0,1.0,10
74,76,6,54,60,gcn,54,0,3186,0,1.0,1.0,10
57,61,5,8,8,gcn,8,0,56,0,1.0,1.0,20
84,87,5,10,10,gcn,10,0,90,0,1.0,1.0,15
7,8,5,3,3,gcn,3,0,6,0,1.0,1.0,5
160,164,5,31,34,gcn,31,0,1023,0,1.0,1.0,20
76,79,5,10,10,gcn,10,0,90,0,1.0,1.0,15
61,62,5,8,8,gcn,8,0,56,0,1.0,1.0,5
11,12,5,3,3,gcn,3,0,6,0,1.0,1.0,5
69,73,5,9,9,gcn,9,0,72,0,1.0,1.0,20
33,36,5,5,6,gcn,5,0,25,0,1.0,1.0,15
40,43,5,7,7,gcn,7,0,42,0,1.0,1.0,15
140,144,5,24,24,gcn,24,0,552,0,1.0,1.0,20
15,18,5,3,3,gcn,3,0,6,0,1.0,1.0,15
174,178,5,36,38,gcn,35,1,1331,1,0.9985380116959064,0.9722222222222222,20
53,57,6,26,30,gcn,26,0,754,0,1.0,1.0,20
34,37,5,6,6,gcn,6,0,30,0,1.0,1.0,15
55,57,6,28,30,gcn,28,0,812,0,1.0,1.0,10
19,21,5,3,3,gcn,3,0,6,0,1.0,1.0,10
52,55,5,8,8,gcn,8,0,56,0,1.0,1.0,15
92,94,5,11,12,gcn,11,0,121,0,1.0,1.0,10
120,122,5,19,21,gcn,19,0,380,0,1.0,1.0,10
10,12,6,6,6,gcn,6,0,30,0,1.0,1.0,10
75,77,5,10,10,gcn,10,0,90,0,1.0,1.0,10
75,77,6,57,64,gcn,57,0,3591,0,1.0,1.0,10
9,12,6,6,6,gcn,6,0,30,0,1.0,1.0,15
86,89,6,85,96,gcn,85,0,8075,0,1.0,1.0,15
34,38,6,12,14,gcn,11,1,155,1,0.9880952380952381,0.9166666666666666,20
81,85,6,72,84,gcn,71,1,5975,1,0.9996693121693122,0.9861111111111112,20
141,144,5,24,24,gcn,24,0,552,0,1.0,1.0,15
12,14,5,3,3,gcn,3,0,6,0,1.0,1.0,10
173,176,5,36,37,gcn,36,0,1296,0,1.0,1.0,15
113,117,5,15,18,gcn,14,1,254,1,0.9925925925925926,0.9333333333333333,20
60,63,5,8,9,gcn,8,0,64,0,1.0,1.0,15
51,54,6,25,28,gcn,25,0,675,0,1.0,1.0,15
42,43,5,7,7,gcn,7,0,42,0,1.0,1.0,5
57,60,5,8,8,gcn,8,0,56,0,1.0,1.0,15
85,86,5,10,10,gcn,10,0,90,0,1.0,1.0,5
19,20,5,3,3,gcn,3,0,6,0,1.0,1.0,5
169,172,5,36,36,gcn,36,0,1260,0,1.0,1.0,15
36,38,5,6,6,gcn,6,0,30,0,1.0,1.0,10
1,5,6,3,3,gcn,3,0,6,0,1.0,1.0,20
33,34,5,5,6,gcn,5,0,25,0,1.0,1.0,5
27,31,5,4,5,gcn,4,0,16,0,1.0,1.0,20
148,150,5,26,27,gcn,26,0,676,0,1.0,1.0,10
88,91,6,91,107,gcn,91,0,9646,0,1.0,1.0,15
64,67,5,9,9,gcn,9,0,72,0,1.0,1.0,15
71,75,5,9,10,gcn,9,0,81,0,1.0,1.0,20
63,64,6,37,41,gcn,37,0,1480,0,1.0,1.0,5
43,47,6,17,19,gcn,17,0,306,0,1.0,1.0,20
63,66,5,9,9,gcn,9,0,72,0,1.0,1.0,15
11,12,6,6,6,gcn,6,0,30,0,1.0,1.0,5
125,127,5,21,22,gcn,21,0,441,0,1.0,1.0,10
35,36,6,13,14,gcn,13,0,169,0,1.0,1.0,5
29,30,6,10,11,gcn,10,0,100,0,1.0,1.0,5
60,62,6,33,36,gcn,33,0,1155,0,1.0,1.0,10
48,52,5,8,8,gcn,8,0,56,0,1.0,1.0,20
95,97,5,12,12,gcn,12,0,132,0,1.0,1.0,10
37,39,5,6,7,gcn,6,0,36,0,1.0,1.0,10
161,164,5,31,34,gcn,31,0,1023,0,1.0,1.0,15
26,30,6,9,11,gcn,9,0,90,0,1.0,1.0,20
4,5,5,3,3,gcn,3,0,6,0,1.0,1.0,5
146,150,5,24,27,gcn,24,0,624,0,1.0,1.0,20
81,82,5,10,10,gcn,10,0,90,0,1.0,1.0,5
40,42,6,16,17,gcn,16,0,256,0,1.0,1.0,10
24,27,6,9,10,gcn,9,0,81,0,1.0,1.0,15
75,79,5,10,10,gcn,10,0,90,0,1.0,1.0,20
64,65,5,9,9,gcn,9,0,72,0,1.0,1.0,5
160,161,5,31,31,gcn,31,0,930,0,1.0,1.0,5
169,170,5,36,36,gcn,36,0,1260,0,1.0,1.0,5
32,34,6,11,12,gcn,11,0,121,0,1.0,1.0,10
25,26,6,9,9,gcn,9,0,72,0,1.0,1.0,5
153,157,5,28,29,gcn,28,0,784,0,1.0,1.0,20
137,141,5,23,24,gcn,23,0,529,0,1.0,1.0,20
142,143,5,24,24,gcn,24,0,552,0,1.0,1.0,5
77,79,5,10,10,gcn,10,0,90,0,1.0,1.0,10
99,103,5,12,14,gcn,12,0,156,0,1.0,1.0,20
33,35,5,5,6,gcn,5,0,25,0,1.0,1.0,10
127,130,5,22,23,gcn,22,0,484,0,1.0,1.0,15
32,34,5,5,6,gcn,5,0,25,0,1.0,1.0,10
27,28,5,4,4,gcn,4,0,12,0,1.0,1.0,5
13,14,5,3,3,gcn,3,0,6,0,1.0,1.0,5
101,104,5,14,14,gcn,14,0,182,0,1.0,1.0,15
53,55,6,26,28,gcn,26,0,702,0,1.0,1.0,10
64,68,6,41,47,gcn,39,2,1884,2,0.9979242345614946,0.9512195121951219,20
33,34,6,12,12,gcn,12,0,132,0,1.0,1.0,5
16,20,5,3,3,gcn,3,0,6,0,1.0,1.0,20
11,14,6,6,6,gcn,6,0,30,0,1.0,1.0,15
106,109,5,14,14,gcn,14,0,182,0,1.0,1.0,15
40,42,5,7,7,gcn,7,0,42,0,1.0,1.0,10
51,52,6,25,26,gcn,25,0,625,0,1.0,1.0,5
27,31,6,10,11,gcn,10,0,100,0,1.0,1.0,20
118,122,5,18,21,gcn,17,1,359,1,0.9947089947089947,0.9444444444444444,20
146,149,5,24,27,gcn,24,0,624,0,1.0,1.0,15
104,105,5,14,14,gcn,14,0,182,0,1.0,1.0,5
89,90,6,96,102,gcn,96,0,9696,0,1.0,1.0,5
38,42,5,6,7,gcn,6,0,36,0,1.0,1.0,20
6,10,5,3,3,gcn,3,0,6,0,1.0,1.0,20
15,16,6,6,6,gcn,6,0,30,0,1.0,1.0,5
149,153,5,27,28,gcn,27,0,729,0,1.0,1.0,20
89,92,6,96,112,gcn,96,0,10656,0,1.0,1.0,15
46,48,6,18,20,gcn,18,0,342,0,1.0,1.0,10
